enumeration_category,enumeration_name,value,v1_2,v2_1,v3_0
Adjustment Type,Decrement,00000002,N,Y,Y
Adjustment Type,Extensions,8XXXXXXX,N,Y,Y
Adjustment Type,Increment,00000001,N,Y,Y
Adjustment Type,Negate,00000003,N,Y,Y
Alternative Name Type,DNS Name,00000005,Y,Y,Y
Alternative Name Type,Email Address,00000004,Y,Y,Y
Alternative Name Type,Extensions,8XXXXXXX,Y,Y,Y
Alternative Name Type,IP Address,00000007,Y,Y,Y
Alternative Name Type,Object Serial Number,00000003,Y,Y,Y
Alternative Name Type,Uninterpreted Text String,00000001,Y,Y,Y
Alternative Name Type,URI,00000002,Y,Y,Y
Alternative Name Type,X.500 Distinguished Name,00000006,Y,Y,Y
Asynchronous Indicator,Extensions,8XXXXXXX,N,Y,Y
Asynchronous Indicator,Mandatory,00000001,N,Y,Y
Asynchronous Indicator,Optional,00000002,N,Y,Y
Asynchronous Indicator,Prohibited,00000003,N,Y,Y
Attestation Type,Extensions,8XXXXXXX,Y,Y,Y
Attestation Type,SAML Assertion,00000003,Y,Y,Y
Attestation Type,TCG Integrity Report,00000002,Y,Y,Y
Attestation Type,TPM Quote,00000001,Y,Y,Y
Batch Error Continuation Option,Continue,00000001,Y,Y,Y
Batch Error Continuation Option,Extensions,8XXXXXXX,Y,Y,Y
Batch Error Continuation Option,Stop,00000002,Y,Y,Y
Batch Error Continuation Option,Undo,00000003,Y,Y,Y
Block Cipher Mode,AEAD,00000012,N,Y,Y
Block Cipher Mode,AESKeyWrapPadding,0000000C,Y,Y,Y
Block Cipher Mode,CBC,00000001,Y,Y,Y
Block Cipher Mode,CBC-MAC,0000000A,Y,Y,Y
Block Cipher Mode,CCM,00000008,Y,Y,Y
Block Cipher Mode,CFB,00000004,Y,Y,Y
Block Cipher Mode,CMAC,00000007,Y,Y,Y
Block Cipher Mode,CTR,00000006,Y,Y,Y
Block Cipher Mode,ECB,00000002,Y,Y,Y
Block Cipher Mode,Extensions,8XXXXXXX,Y,Y,Y
Block Cipher Mode,GCM,00000009,Y,Y,Y
Block Cipher Mode,NISTKeyWrap,0000000D,Y,Y,Y
Block Cipher Mode,OFB,00000005,Y,Y,Y
Block Cipher Mode,PCBC,00000003,Y,Y,Y
Block Cipher Mode,X9.102 AESKW,0000000E,Y,Y,Y
Block Cipher Mode,X9.102 AKW1,00000010,Y,Y,Y
Block Cipher Mode,X9.102 AKW2,00000011,Y,Y,Y
Block Cipher Mode,X9.102 TDKW,0000000F,Y,Y,Y
Block Cipher Mode,XTS,0000000B,Y,Y,Y
Cancellation Result,Canceled,00000001,Y,Y,Y
Cancellation Result,Completed,00000003,Y,Y,Y
Cancellation Result,Extensions,8XXXXXXX,Y,Y,Y
Cancellation Result,Failed,00000004,Y,Y,Y
Cancellation Result,Unable to Cancel,00000002,Y,Y,Y
Cancellation Result,Unavailable,00000005,Y,Y,Y
Certificate Request Type,(Reserved),00000004,N,Y,Y
Certificate Request Type,CRMF,00000001,Y,Y,Y
Certificate Request Type,Extensions,8XXXXXXX,Y,Y,Y
Certificate Request Type,PEM,00000003,Y,Y,Y
Certificate Request Type,PGP,00000004 (deprecated),Y,N,N
Certificate Request Type,PKCS#10,00000002,Y,Y,Y
Certificate Type,Extensions,8XXXXXXX,Y,Y,Y
Certificate Type,PGP,00000002,N,Y,Y
Certificate Type,PGP,00000002 (deprecated),Y,N,N
Certificate Type,X.509,00000001,Y,Y,Y
Client Registration Method,Client Generated,00000004,N,Y,Y
Client Registration Method,Client Registered,00000005,N,Y,Y
Client Registration Method,Extensions,8XXXXXXX,N,Y,Y
Client Registration Method,Server On-Demand,00000003,N,Y,Y
Client Registration Method,Server Pre-Generated,00000002,N,Y,N
Client Registration Method,ServerPre-Generated,00000002,N,N,Y
Client Registration Method,Unspecified,00000001,N,Y,Y
Credential Type,Attestation,00000003,Y,Y,Y
Credential Type,Certificate,00000008,N,N,Y
Credential Type,Device,00000002,Y,Y,Y
Credential Type,Extensions,8XXXXXXX,Y,Y,Y
Credential Type,Hashed Password,00000005,N,Y,Y
Credential Type,One Time Password,00000004,N,Y,Y
Credential Type,Password,00000007,N,N,Y
Credential Type,Ticket,00000006,N,Y,Y
Credential Type,Username and Password,00000001,Y,Y,Y
Cryptographic Algorithm,3DES,00000002,Y,Y,Y
Cryptographic Algorithm,AES,00000003,Y,Y,Y
Cryptographic Algorithm,ARIA,00000029,N,Y,Y
Cryptographic Algorithm,Blowfish,00000010,Y,Y,Y
Cryptographic Algorithm,Camellia,00000011,Y,Y,Y
Cryptographic Algorithm,CAST5,00000012,Y,Y,Y
Cryptographic Algorithm,ChaCha20,0000001C,N,Y,Y
Cryptographic Algorithm,ChaCha20Poly1305,0000001E,N,Y,Y
Cryptographic Algorithm,DES,00000001,Y,Y,Y
Cryptographic Algorithm,DH,0000000D,Y,Y,Y
Cryptographic Algorithm,DSA,00000005,Y,Y,Y
Cryptographic Algorithm,EC,0000001A,Y,Y,Y
Cryptographic Algorithm,ECDH,0000000E,Y,Y,Y
Cryptographic Algorithm,ECDSA,00000006,Y,Y,Y
Cryptographic Algorithm,ECMQV,0000000F,Y,Y,Y
Cryptographic Algorithm,Ed25519,00000037,N,Y,Y
Cryptographic Algorithm,Ed448,00000038,N,Y,Y
Cryptographic Algorithm,Extensions,8XXXXXXX,Y,Y,Y
Cryptographic Algorithm,GOST 28147-89,00000031,N,Y,Y
Cryptographic Algorithm,GOST R 34.10-2012,0000002E,N,Y,Y
Cryptographic Algorithm,GOST R 34.11-2012,0000002F,N,Y,Y
Cryptographic Algorithm,GOST R 34.13-2015,00000030,N,Y,Y
Cryptographic Algorithm,HMAC-MD5,0000000C,Y,Y,Y
Cryptographic Algorithm,HMAC-SHA1,00000007,Y,Y,Y
Cryptographic Algorithm,HMAC-SHA224,00000008,Y,Y,Y
Cryptographic Algorithm,HMAC-SHA256,00000009,Y,Y,Y
Cryptographic Algorithm,HMAC-SHA3-224,00000023,N,Y,Y
Cryptographic Algorithm,HMAC-SHA3-256,00000024,N,Y,Y
Cryptographic Algorithm,HMAC-SHA3-384,00000025,N,Y,Y
Cryptographic Algorithm,HMAC-SHA3-512,00000026,N,Y,Y
Cryptographic Algorithm,HMAC-SHA384,0000000A,Y,Y,Y
Cryptographic Algorithm,HMAC-SHA512,0000000B,Y,Y,Y
Cryptographic Algorithm,IDEA,00000013,Y,Y,Y
Cryptographic Algorithm,MARS,00000014,Y,Y,Y
Cryptographic Algorithm,McEliece,00000034,N,Y,Y
Cryptographic Algorithm,McEliece-6960119,00000035,N,Y,Y
Cryptographic Algorithm,McEliece-8192128,00000036,N,Y,Y
Cryptographic Algorithm,ML-DSA-44,0000003C,N,N,Y
Cryptographic Algorithm,ML-DSA-65,0000003D,N,N,Y
Cryptographic Algorithm,ML-DSA-87,0000003E,N,N,Y
Cryptographic Algorithm,ML-KEM-1024,0000003B,N,N,Y
Cryptographic Algorithm,ML-KEM-512,00000039,N,N,Y
Cryptographic Algorithm,ML-KEM-768,0000003A,N,N,Y
Cryptographic Algorithm,One Time Pad,0000001B,N,Y,Y
Cryptographic Algorithm,Poly1305,0000001D,N,Y,Y
Cryptographic Algorithm,RC2,00000015,Y,Y,Y
Cryptographic Algorithm,RC4,00000016,Y,Y,Y
Cryptographic Algorithm,RC5,00000017,Y,Y,Y
Cryptographic Algorithm,RSA,00000004,Y,Y,Y
Cryptographic Algorithm,SEED,0000002A,N,Y,Y
Cryptographic Algorithm,SHA3-224,0000001F,N,Y,Y
Cryptographic Algorithm,SHA3-256,00000020,N,Y,Y
Cryptographic Algorithm,SHA3-384,00000021,N,Y,Y
Cryptographic Algorithm,SHA3-512,00000022,N,Y,Y
Cryptographic Algorithm,SHAKE-128,00000027,N,Y,Y
Cryptographic Algorithm,SHAKE-256,00000028,N,Y,Y
Cryptographic Algorithm,SKIPJACK,00000018,Y,Y,Y
Cryptographic Algorithm,SLH-DSA-SHA2-128f,00000040,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHA2-128s,0000003F,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHA2-192f,00000042,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHA2-192s,00000041,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHA2-256f,00000044,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHA2-256s,00000043,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHAKE-128f,00000046,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHAKE-128s,00000045,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHAKE-192f,00000048,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHAKE-192s,00000047,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHAKE-256f,0000004A,N,N,Y
Cryptographic Algorithm,SLH-DSA-SHAKE-256s,00000049,N,N,Y
Cryptographic Algorithm,SM2,0000002B,N,Y,Y
Cryptographic Algorithm,SM3,0000002C,N,Y,Y
Cryptographic Algorithm,SM4,0000002D,N,Y,Y
Cryptographic Algorithm,SPHINCS-256,00000033,N,Y,Y
Cryptographic Algorithm,Twofish,00000019,Y,Y,Y
Cryptographic Algorithm,XMSS,00000032,N,Y,Y
Data,Decrypt,00000001,N,Y,Y
Data,Encrypt,00000002,N,Y,Y
Data,Extensions,8XXXXXXX,N,Y,Y
Data,Hash,00000003,N,Y,Y
Data,MAC MAC Data,00000004,N,Y,N
Data,MACMACData,00000004,N,N,Y
Data,RNG Retrieve,00000005,N,Y,Y
Data,Sign Signature Data,00000006,N,Y,Y
Data,Signature Verify,00000007,N,Y,Y
Deactivation Reason Code,Deactivation Date,00000002,N,N,Y
Deactivation Reason Code,Extensions,8XXXXXXX,N,N,Y
Deactivation Reason Code,Protect Stop Date,00000003,N,N,Y
Deactivation Reason Code,Unspecified,00000001,N,N,Y
Deactivation Reason Code,Usage Limit,00000004,N,N,Y
Derivation Method,Asymmetric Key,00000008,N,Y,Y
Derivation Method,AWS Signature Version 4,00000009,N,Y,Y
Derivation Method,ENCRYPT,00000004,Y,Y,Y
Derivation Method,Extensions,8XXXXXXX,Y,Y,Y
Derivation Method,HASH,00000002,Y,Y,Y
Derivation Method,HKDF,0000000A,N,Y,Y
Derivation Method,HMAC,00000003,Y,Y,Y
Derivation Method,NIST800-108-C,00000005,Y,Y,Y
Derivation Method,NIST800-108-DPI,00000007,Y,Y,Y
Derivation Method,NIST800-108-F,00000006,Y,Y,Y
Derivation Method,PBKDF2,00000001,Y,Y,Y
Destroy Action,Deleted,00000006,N,Y,Y
Destroy Action,Extensions,8XXXXXXX,N,Y,Y
Destroy Action,Key Material Deleted,00000002,N,Y,Y
Destroy Action,Key Material Shredded,00000003,N,Y,Y
Destroy Action,Meta Data Deleted,00000004,N,Y,Y
Destroy Action,Meta Data Shredded,00000005,N,Y,Y
Destroy Action,Shredded,00000007,N,Y,Y
Destroy Action,Unspecified,00000001,N,Y,Y
Digital Signature Algorithm,DSA with SHA-1,00000009,Y,Y,Y
Digital Signature Algorithm,DSA with SHA224,0000000A,Y,Y,Y
Digital Signature Algorithm,DSA with SHA256,0000000B,Y,Y,Y
Digital Signature Algorithm,ECDSA with SHA-1,0000000C,Y,Y,Y
Digital Signature Algorithm,ECDSA with SHA224,0000000D,Y,Y,Y
Digital Signature Algorithm,ECDSA with SHA256,0000000E,Y,Y,Y
Digital Signature Algorithm,ECDSA with SHA384,0000000F,Y,Y,Y
Digital Signature Algorithm,ECDSA with SHA512,00000010,Y,Y,Y
Digital Signature Algorithm,Extensions,8XXXXXXX,Y,Y,Y
Digital Signature Algorithm,MD2 with RSA Encryption,00000001,N,Y,Y
Digital Signature Algorithm,MD2 with RSA Encryption(PKCS#1 v1.5),00000001,Y,N,N
Digital Signature Algorithm,MD5 with RSA Encryption,00000002,N,Y,Y
Digital Signature Algorithm,MD5 with RSA Encryption (PKCS#1 v1.5),00000002,Y,N,N
Digital Signature Algorithm,RSASSA-PSS,00000008,N,Y,Y
Digital Signature Algorithm,RSASSA-PSS(PKCS#1 v2.1),00000008,Y,N,N
Digital Signature Algorithm,SHA-1 with RSA Encryption,00000003,N,Y,Y
Digital Signature Algorithm,SHA-1 with RSA Encryption (PKCS#1 v1.5),00000003,Y,N,N
Digital Signature Algorithm,SHA-224 with RSA Encryption,00000004,N,Y,Y
Digital Signature Algorithm,SHA-224 with RSA Encryption (PKCS#1 v1.5),00000004,Y,N,N
Digital Signature Algorithm,SHA-256 with RSA Encryption,00000005,N,Y,Y
Digital Signature Algorithm,SHA-256 with RSA Encryption (PKCS#1 v1.5),00000005,Y,N,N
Digital Signature Algorithm,SHA-384 with RSA Encryption,00000006,N,Y,Y
Digital Signature Algorithm,SHA-384 with RSA Encryption (PKCS#1 v1.5),00000006,Y,N,N
Digital Signature Algorithm,SHA-512 with RSA Encryption,00000007,N,Y,Y
Digital Signature Algorithm,SHA-512 with RSA Encryption (PKCS#1 v1.5),00000007,Y,N,N
Digital Signature Algorithm,SHA3-256 with RSA Encryption,00000011,N,Y,Y
Digital Signature Algorithm,SHA3-384 with RSA Encryption,00000012,N,Y,Y
Digital Signature Algorithm,SHA3-512 with RSA Encryption,00000013,N,Y,Y
DRBG Algorithm,CTR,00000005,N,Y,Y
DRBG Algorithm,Dual-EC,00000002,N,Y,Y
DRBG Algorithm,Extensions,8XXXXXXX,N,Y,Y
DRBG Algorithm,Hash,00000003,N,Y,Y
DRBG Algorithm,HMAC,00000004,N,Y,Y
DRBG Algorithm,Unspecified,00000001,N,Y,Y
Encoding Option,Extensions,8XXXXXXX,Y,Y,Y
Encoding Option,No Encoding,00000001,Y,Y,Y
Encoding Option,TTLV Encoding,00000002,Y,Y,Y
Endpoint Role,Client,00000001,N,Y,Y
Endpoint Role,Extensions,8XXXXXXX,N,Y,Y
Endpoint Role,Server,00000002,N,Y,Y
Ephemeral,Data,00000001,N,N,Y
Ephemeral,Empty,00000002,N,N,Y
Ephemeral,Extensions,8XXXXXXX,N,N,Y
Ephemeral,Unique Identifier,00000003,N,N,Y
FIPS186 Variation,Extensions,8XXXXXXX,N,Y,Y
FIPS186 Variation,GP x-Change Notice,00000003,N,Y,Y
FIPS186 Variation,GP x-Original,00000002,N,Y,Y
FIPS186 Variation,k-Change Notice,00000007,N,Y,Y
FIPS186 Variation,k-Original,00000006,N,Y,Y
FIPS186 Variation,Unspecified,00000001,N,Y,Y
FIPS186 Variation,x-Change Notice,00000005,N,Y,Y
FIPS186 Variation,x-Original,00000004,N,Y,Y
Hashing Algorithm,Extensions,8XXXXXXX,Y,Y,Y
Hashing Algorithm,MD2,00000001,Y,Y,Y
Hashing Algorithm,MD4,00000002,Y,Y,Y
Hashing Algorithm,MD5,00000003,Y,Y,Y
Hashing Algorithm,RIPEMD-160,00000009,Y,Y,Y
Hashing Algorithm,SHA-1,00000004,Y,Y,Y
Hashing Algorithm,SHA-224,00000005,Y,Y,Y
Hashing Algorithm,SHA-256,00000006,Y,Y,Y
Hashing Algorithm,SHA-384,00000007,Y,Y,Y
Hashing Algorithm,SHA-512,00000008,Y,Y,Y
Hashing Algorithm,SHA-512/224,0000000C,Y,Y,Y
Hashing Algorithm,SHA-512/256,0000000D,Y,Y,Y
Hashing Algorithm,SHA3-224,0000000E,N,Y,Y
Hashing Algorithm,SHA3-256,0000000F,N,Y,Y
Hashing Algorithm,SHA3-384,00000010,N,Y,Y
Hashing Algorithm,SHA3-512,00000011,N,Y,Y
Hashing Algorithm,Tiger,0000000A,Y,Y,Y
Hashing Algorithm,Whirlpool,0000000B,Y,Y,Y
Interop Function,Begin,00000001,N,Y,Y
Interop Function,End,00000002,N,Y,Y
Interop Function,Extensions,8XXXXXXX,N,Y,Y
Interop Function,Reset,00000003,N,Y,Y
Item Type,Big Integer,00000004,N,Y,Y
Item Type,Boolean,00000006,N,Y,Y
Item Type,Byte String,00000008,N,Y,Y
Item Type,Date Time,00000009,N,Y,Y
Item Type,Date Time Extended,0000000B,N,Y,Y
Item Type,Enumeration,00000005,N,Y,Y
Item Type,Identifier,0000000C,N,N,Y
Item Type,Integer,00000002,N,Y,Y
Item Type,Interval,0000000A,N,Y,Y
Item Type,Long Integer,00000003,N,Y,Y
Item Type,Name Reference,0000000E,N,N,Y
Item Type,Reference,0000000D,N,N,Y
Item Type,Structure,00000001,N,Y,Y
Item Type,Text String,00000007,N,Y,Y
Key Compression Type,EC Public Key Type Uncompressed,00000001,Y,Y,Y
Key Compression Type,EC Public Key Type X9.62 Compressed Char2,00000003,Y,Y,Y
Key Compression Type,EC Public Key Type X9.62 Compressed Prime,00000002,Y,Y,Y
Key Compression Type,EC Public Key Type X9.62 Hybrid,00000004,Y,Y,Y
Key Compression Type,Extensions,8XXXXXXX,Y,Y,Y
Key Format Type,(Reserved),0000000E,N,Y,Y
Key Format Type,(Reserved),0000000F,N,Y,Y
Key Format Type,(Reserved),00000010,N,Y,Y
Key Format Type,(Reserved),00000011,N,Y,Y
Key Format Type,(Reserved),00000012,N,Y,Y
Key Format Type,(Reserved),00000013,N,Y,Y
Key Format Type,ECPrivateKey,00000006,Y,Y,Y
Key Format Type,Extensions,8XXXXXXX,Y,Y,Y
Key Format Type,Opaque,00000002,Y,Y,Y
Key Format Type,PKCS#1,00000003,Y,Y,Y
Key Format Type,PKCS#10,00000017,N,Y,Y
Key Format Type,PKCS#12,00000016,N,Y,Y
Key Format Type,PKCS#8,00000004,Y,Y,Y
Key Format Type,Raw,00000001,Y,Y,Y
Key Format Type,Transparent DH Private Key,0000000C,Y,Y,Y
Key Format Type,Transparent DH Public Key,0000000D,Y,Y,Y
Key Format Type,Transparent DSA Private Key,00000008,Y,Y,Y
Key Format Type,Transparent DSA Public Key,00000009,Y,Y,Y
Key Format Type,Transparent EC Private Key,00000014,N,Y,Y
Key Format Type,Transparent EC Public Key,00000015,N,Y,Y
